game_id,team_id,player_id,first_name,last_name,jersey_number,position,role
171074,1384,39432,Mackenzie,Blackwood,39,G,
171074,1384,43763,Alex,Gagne,45,D,
171074,1384,43733,Brent,Burns,84,D,
171074,1384,46050,Josh,Manson,42,D,
171074,1384,45818,Sam,Malinski,70,D,
171074,1384,43964,Cale,Makar,8,D,
171074,1384,47829,Devon,Toews,7,D,
171074,1384,44621,Gabriel,Landeskog,92,F,
171074,1384,39429,Zakhar,Bardakov,93,F,
171074,1384,41860,Parker,Kelly,17,F,
171074,1384,39436,Alex,Barre-Boulet,27,F,
171074,1384,39546,Gavin,Brindley,54,F,
171074,1384,44567,T.J.,Tynan,9,F,
171074,1384,43966,Martin,Necas,88,F,
171074,1384,43762,Nathan,MacKinnon,29,F,
171074,1384,44473,Brock,Nelson,11,F,
171074,1384,45310,Artturi,Lehkonen,62,F,
171074,1384,39574,Vinnie,Hinostroza,32,F,
171074,1384,38046,Nick,Blankenburg,37,D,
171074,1384,40764,Nazem,Kadri,91,F,
171074,1384,44548,Nicolas,Roy,10,F,
171074,1384,46002,Scott,Wedgewood,41,G,
171074,1387,50669,Lukas,Cormier,51,D,
171074,1387,48626,Rasmus,Andersson,4,D,
171074,1387,50719,Jeremy,Davies,84,D,
171074,1387,56868,Jeremy,Lauzon,5,D,
171074,1387,48601,Brett,Howden,21,F,
171074,1387,53253,Noah,Hanifin,15,D,
171074,1387,50216,Raphael,Lavoie,36,C,
171074,1387,48636,Dylan,Coghlan,52,D,
171074,1387,52537,Trevor,Connelly,24,F,
171074,1387,48595,Tomas,Hertl,48,F,
171074,1387,58173,Brandon,Saad,20,F,
171074,1387,58175,Mark,Stone,61,RW,
171074,1387,48299,Jack,Eichel,9,C,
171074,1387,44103,Nic,Dowd,26,F,
171074,1387,48622,Tanner,Laczynski,28,F,
171074,1387,56369,Ben,Hutton,17,D,
171074,1387,48616,William,Karlsson,71,F,
171074,1387,51099,Ivan,Barbashev,49,C,
171074,1387,58174,Mitch,Marner,93,F,
171074,1387,50736,Kai,Uchacz,77,F,
171074,1387,48631,Carter,Hart,79,G,
171074,1387,48637,Adin,Hill,33,G,
186402,879,52059,Scott,Morrow,66,D,
186402,879,46249,Shayne,Gostisbehere,4,D,
186402,879,45726,Jalen,Chatfield,5,D,
186402,879,46444,K'Andre,Miller,19,D,
186402,879,48269,Mike,Reilly,6,D,
186402,879,50742,Alexander,Nikishin,61,D,
186402,879,50676,William,Carrier,28,F,
186402,879,46001,Charlie,Cerrato,21,F,
186402,879,44587,Sebastian,Aho,20,F,
186402,879,51040,Taylor,Hall,71,F,
186402,879,51140,Jordan,Martinook,48,F,
186402,879,51141,Eric,Robinson,50,F,
186402,879,50380,Jesperi,Kotkaniemi,82,F,
186402,879,51151,Jackson,Blake,53,F,
186402,879,51037,Nikolaj,Ehlers,27,F,
186402,879,52094,Andrei,Svechnikov,37,F,
186402,879,50511,Sean,Walker,26,D,
186402,879,46036,Seth,Jarvis,24,F,
186402,879,51092,Mark,Jankowski,77,F,
186402,879,50428,Jordan,Staal,11,F,
186402,879,50489,Brandon,Bussi,32,G,
186402,879,51687,Pyotr,Kochetkov,52,G,
186402,1387,50669,Lukas,Cormier,51,D,
186402,1387,48626,Rasmus,Andersson,4,D,
186402,1387,50719,Jeremy,Davies,84,D,
186402,1387,56868,Jeremy,Lauzon,5,D,
186402,1387,48601,Brett,Howden,21,F,
186402,1387,53253,Noah,Hanifin,15,D,
186402,1387,50216,Raphael,Lavoie,36,F,
186402,1387,48636,Dylan,Coghlan,52,D,
186402,1387,52537,Trevor,Connelly,24,F,
186402,1387,48595,Tomas,Hertl,48,F,
186402,1387,58173,Brandon,Saad,20,F,
186402,1387,48299,Jack,Eichel,9,F,
186402,1387,58174,Mitch,Marner,93,F,
186402,1387,44103,Nic,Dowd,26,F,
186402,1387,48622,Tanner,Laczynski,28,F,
186402,1387,56369,Ben,Hutton,17,D,
186402,1387,48616,William,Karlsson,71,F,
186402,1387,51099,Ivan,Barbashev,49,F,
186402,1387,58175,Mark,Stone,61,F,
186402,1387,50736,Kai,Uchacz,77,F,
186402,1387,48631,Carter,Hart,79,G,
